,Date,Round,Home,Away,Home Score,Away Score,Home Elo Pre,Away Elo Pre,Home Elo Pre + Advantage,Home Elo Post,Away Elo Post,Home Elo Change,Away Elo Change,Result,Year
192,2012-09-01,R23,GWS,North Melbourne,77,105,1192.15,1578.36,1242.15,1188.35,1582.16,-3.8,3.8,Away Win,2012
193,2012-09-01,R23,Essendon,Collingwood,72,104,1435.49,1561.74,1485.49,1419.92,1577.31,-15.57,15.57,Away Win,2012
194,2012-09-01,R23,Fremantle,Melbourne,101,40,1600.97,1309.72,1650.97,1608.19,1302.49,7.22,-7.22,Home Win,2012
195,2012-09-02,R23,Brisbane Lions,Footscray,128,61,1415.6,1306.62,1465.6,1436.11,1286.11,20.51,-20.51,Home Win,2012
196,2012-09-02,R23,Carlton,St Kilda,91,106,1540.99,1569.73,1590.99,1528.28,1582.44,-12.71,12.71,Away Win,2012
197,2012-09-02,R23,Richmond,Port Adelaide,106,106,1564.58,1344.2,1614.58,1562.7,1346.07,-1.87,1.87,Away Win,2012
198,2012-09-07,QF,Hawthorn,Collingwood,135,97,1753.31,1577.31,1803.31,1762.69,1567.94,9.38,-9.38,Home Win,2012
199,2012-09-08,EF,Geelong,Fremantle,80,96,1648.35,1608.19,1698.35,1632.73,1623.82,-15.62,15.62,Away Win,2012
200,2012-09-08,QF,Adelaide,Sydney,42,71,1669.35,1662.85,1669.35,1648.82,1683.38,-20.53,20.53,Away Win,2012
201,2012-09-09,EF,West Coast,North Melbourne,162,66,1592.04,1582.16,1642.04,1634.66,1539.54,42.63,-42.63,Home Win,2012
202,2012-09-14,SF,Adelaide,Fremantle,81,71,1648.82,1623.82,1648.82,1657.08,1615.55,8.26,-8.26,Home Win,2012
203,2012-09-15,SF,Collingwood,West Coast,73,60,1567.94,1634.66,1617.94,1578.89,1623.71,10.96,-10.96,Home Win,2012
204,2012-09-21,PF,Sydney,Collingwood,96,70,1683.38,1578.89,1733.38,1693.39,1568.88,10.01,-10.01,Home Win,2012
205,2012-09-22,PF,Hawthorn,Adelaide,97,92,1762.69,1657.08,1812.69,1765.67,1654.09,2.99,-2.99,Home Win,2012
206,2012-09-29,GF,Hawthorn,Sydney,81,91,1765.67,1693.39,1815.67,1754.19,1704.88,-11.48,11.48,Away Win,2012
207,2013-03-22,R1,Adelaide,Essendon,82,117,1603.24,1446.35,1603.24,1573.6,1475.99,-29.64,29.64,Away Win,2013
208,2013-03-23,R1,Fremantle,West Coast,108,80,1577.42,1582.88,1627.42,1594.55,1565.75,17.13,-17.13,Home Win,2013
209,2013-03-28,R1,Carlton,Richmond,101,106,1518.95,1542.01,1568.95,1513.04,1547.92,-5.91,5.91,Away Win,2013
210,2013-03-30,R1,Gold Coast,St Kilda,90,77,1335.15,1555.23,1385.15,1348.76,1541.62,13.61,-13.61,Home Win,2013
211,2013-03-30,R1,GWS,Sydney,76,106,1291.2,1637.27,1291.2,1287.29,1641.18,-3.91,3.91,Away Win,2013
212,2013-03-30,R1,Footscray,Brisbane Lions,127,59,1356.69,1457.19,1406.69,1398.47,1415.41,41.78,-41.78,Home Win,2013
213,2013-03-31,R1,Melbourne,Port Adelaide,54,133,1367.67,1396.87,1417.67,1321.69,1442.85,-45.98,45.98,Away Win,2013
214,2013-03-31,R1,North Melbourne,Collingwood,87,103,1526.49,1546.15,1576.49,1512.72,1559.92,-13.77,13.77,Away Win,2013
215,2013-04-01,R1,Hawthorn,Geelong,86,93,1670.31,1588.93,1720.31,1661.32,1597.92,-8.99,8.99,Away Win,2013
216,2013-04-05,R2,St Kilda,Richmond,82,99,1541.62,1547.92,1541.62,1528.47,1561.08,-13.15,13.15,Away Win,2013
217,2013-04-06,R2,Essendon,Melbourne,184,36,1475.99,1321.69,1525.99,1506.64,1291.04,30.65,-30.65,Home Win,2013
218,2013-04-06,R2,Brisbane Lions,Adelaide,77,96,1415.41,1573.6,1465.41,1406.33,1582.68,-9.08,9.08,Away Win,2013
219,2013-04-06,R2,Port Adelaide,GWS,134,78,1442.85,1287.29,1442.85,1460.32,1269.83,17.46,-17.46,Home Win,2013
220,2013-04-06,R2,Sydney,Gold Coast,114,73,1641.18,1348.76,1691.18,1646.44,1343.51,5.26,-5.26,Home Win,2013
221,2013-04-06,R2,Footscray,Fremantle,78,106,1398.47,1594.55,1448.47,1388.2,1604.82,-10.27,10.27,Away Win,2013
222,2013-04-07,R2,West Coast,Hawthorn,98,148,1565.75,1661.32,1615.75,1540.73,1686.34,-25.02,25.02,Away Win,2013
223,2013-04-07,R2,Geelong,North Melbourne,112,108,1597.92,1512.72,1597.92,1601.36,1509.29,3.44,-3.44,Home Win,2013
224,2013-04-07,R2,Collingwood,Carlton,117,100,1559.92,1513.04,1609.92,1569.36,1503.59,9.45,-9.45,Home Win,2013
225,2013-04-12,R3,Fremantle,Essendon,68,72,1604.82,1506.64,1654.82,1598.54,1512.92,-6.28,6.28,Away Win,2013
226,2013-04-13,R3,North Melbourne,Sydney,92,131,1509.29,1646.44,1559.29,1491.95,1663.77,-17.33,17.33,Away Win,2013
227,2013-04-13,R3,Melbourne,West Coast,83,177,1291.04,1540.73,1341.04,1270.6,1561.16,-20.43,20.43,Away Win,2013
228,2013-04-13,R3,GWS,St Kilda,68,140,1269.83,1528.47,1319.83,1254.01,1544.28,-15.82,15.82,Away Win,2013
229,2013-04-13,R3,Geelong,Carlton,119,103,1601.36,1503.59,1601.36,1610.02,1494.93,8.66,-8.66,Home Win,2013
230,2013-04-13,R3,Gold Coast,Brisbane Lions,92,94,1343.51,1406.33,1393.51,1340.56,1409.27,-2.94,2.94,Away Win,2013
231,2013-04-14,R3,Port Adelaide,Adelaide,118,109,1460.32,1582.68,1460.32,1470.57,1572.42,10.26,-10.26,Home Win,2013
232,2013-04-14,R3,Richmond,Footscray,135,68,1561.08,1388.2,1561.08,1579.57,1369.71,18.49,-18.49,Home Win,2013
233,2013-04-14,R3,Collingwood,Hawthorn,90,145,1569.36,1686.34,1619.36,1544.65,1711.05,-24.71,24.71,Away Win,2013
234,2013-04-19,R4,Sydney,Geelong,103,124,1663.77,1610.02,1713.77,1644.22,1629.57,-19.55,19.55,Away Win,2013
235,2013-04-20,R4,Hawthorn,Fremantle,118,76,1711.05,1598.54,1761.05,1725.02,1584.57,13.97,-13.97,Home Win,2013
236,2013-04-20,R4,Richmond,Collingwood,79,113,1579.57,1544.65,1629.57,1551.93,1572.29,-27.64,27.64,Away Win,2013
237,2013-04-20,R4,St Kilda,Essendon,91,128,1544.28,1512.92,1594.28,1514.91,1542.29,-29.37,29.37,Away Win,2013
238,2013-04-20,R4,West Coast,Carlton,65,89,1561.16,1494.93,1611.16,1539.17,1516.92,-21.99,21.99,Away Win,2013
239,2013-04-20,R4,Gold Coast,Port Adelaide,66,104,1340.56,1470.57,1390.56,1323.05,1488.09,-17.51,17.51,Away Win,2013
240,2013-04-21,R4,Melbourne,GWS,144,103,1270.6,1254.01,1320.6,1291.82,1232.8,21.21,-21.21,Home Win,2013
241,2013-04-21,R4,Adelaide,Footscray,80,28,1572.42,1369.71,1572.42,1585.47,1356.66,13.05,-13.05,Home Win,2013
242,2013-04-21,R4,North Melbourne,Brisbane Lions,125,62,1491.95,1409.27,1541.95,1514.1,1387.13,22.15,-22.15,Home Win,2013
243,2013-04-25,R5,Essendon,Collingwood,121,75,1542.29,1572.29,1592.29,1569.0,1545.59,26.71,-26.71,Home Win,2013
244,2013-04-25,R5,St Kilda,Sydney,63,79,1514.91,1644.22,1514.91,1507.4,1651.73,-7.51,7.51,Away Win,2013
245,2013-04-26,R5,Fremantle,Richmond,81,80,1584.57,1551.93,1634.57,1586.3,1550.19,1.73,-1.73,Home Win,2013
246,2013-04-27,R5,GWS,Gold Coast,104,148,1232.8,1323.05,1282.8,1209.68,1346.17,-23.12,23.12,Away Win,2013
247,2013-04-27,R5,Carlton,Adelaide,115,83,1516.92,1585.47,1566.92,1538.76,1563.64,21.83,-21.83,Home Win,2013
248,2013-04-27,R5,Footscray,Geelong,86,107,1356.66,1629.57,1406.66,1351.03,1635.2,-5.63,5.63,Away Win,2013
249,2013-04-27,R5,Port Adelaide,West Coast,84,79,1488.09,1539.17,1488.09,1494.24,1533.01,6.16,-6.16,Home Win,2013
250,2013-04-28,R5,Brisbane Lions,Melbourne,122,94,1387.13,1291.82,1437.13,1398.2,1280.74,11.08,-11.08,Home Win,2013
251,2013-04-28,R5,Hawthorn,North Melbourne,99,96,1725.02,1514.1,1775.02,1726.28,1512.84,1.26,-1.26,Home Win,2013
252,2013-05-03,R6,Collingwood,St Kilda,103,77,1545.59,1507.4,1545.59,1561.68,1491.31,16.09,-16.09,Home Win,2013
253,2013-05-04,R6,Richmond,Geelong,87,131,1550.19,1635.2,1600.19,1526.59,1658.8,-23.6,23.6,Away Win,2013
254,2013-05-04,R6,Gold Coast,Fremantle,54,99,1346.17,1586.3,1396.17,1334.17,1598.3,-12.0,12.0,Away Win,2013
255,2013-05-04,R6,North Melbourne,Port Adelaide,93,83,1512.84,1494.24,1562.84,1520.04,1487.04,7.2,-7.2,Home Win,2013
256,2013-05-04,R6,Essendon,GWS,120,81,1569.0,1209.68,1619.0,1572.43,1206.25,3.43,-3.43,Home Win,2013
257,2013-05-04,R6,Adelaide,Hawthorn,78,89,1563.64,1726.28,1563.64,1558.79,1731.13,-4.85,4.85,Away Win,2013
258,2013-05-05,R6,Sydney,Brisbane Lions,115,55,1651.73,1398.2,1701.73,1660.55,1389.38,8.82,-8.82,Home Win,2013
259,2013-05-05,R6,Carlton,Melbourne,121,60,1538.76,1280.74,1588.76,1547.47,1272.03,8.71,-8.71,Home Win,2013
260,2013-05-05,R6,West Coast,Footscray,137,67,1533.01,1351.03,1583.01,1547.69,1336.35,14.67,-14.67,Home Win,2013
261,2013-05-10,R7,Geelong,Essendon,113,85,1658.8,1572.43,1658.8,1672.75,1558.48,13.95,-13.95,Home Win,2013
262,2013-05-11,R7,Footscray,North Melbourne,97,151,1336.35,1520.04,1386.35,1318.19,1538.21,-18.16,18.16,Away Win,2013
263,2013-05-11,R7,Fremantle,Collingwood,100,73,1598.3,1561.68,1648.3,1612.38,1547.6,14.08,-14.08,Home Win,2013
264,2013-05-11,R7,Port Adelaide,Richmond,73,114,1487.04,1526.59,1487.04,1464.25,1549.38,-22.79,22.79,Away Win,2013
265,2013-05-11,R7,Brisbane Lions,West Coast,82,108,1389.38,1547.69,1439.38,1377.85,1559.22,-11.54,11.54,Away Win,2013
266,2013-05-11,R7,Hawthorn,Sydney,119,82,1731.13,1660.55,1781.13,1746.57,1645.11,15.44,-15.44,Home Win,2013
267,2013-05-12,R7,Melbourne,Gold Coast,54,114,1272.03,1334.17,1322.03,1239.17,1367.03,-32.86,32.86,Away Win,2013
268,2013-05-12,R7,GWS,Adelaide,52,187,1206.25,1558.79,1256.25,1190.45,1574.58,-15.79,15.79,Away Win,2013
269,2013-05-13,R7,St Kilda,Carlton,77,68,1491.31,1547.47,1541.31,1499.51,1539.28,8.19,-8.19,Home Win,2013
270,2013-05-17,R8,West Coast,North Melbourne,90,88,1559.22,1538.21,1609.22,1561.75,1535.68,2.52,-2.52,Home Win,2013
271,2013-05-18,R8,Essendon,Brisbane Lions,86,96,1558.48,1377.85,1608.48,1545.94,1390.39,-12.54,12.54,Away Win,2013
272,2013-05-18,R8,Hawthorn,GWS,140,57,1746.57,1190.45,1796.57,1748.46,1188.56,1.89,-1.89,Home Win,2013
273,2013-05-18,R8,Gold Coast,Footscray,93,61,1367.03,1318.19,1417.03,1382.24,1302.98,15.21,-15.21,Home Win,2013
274,2013-05-18,R8,Collingwood,Geelong,102,96,1547.6,1672.75,1597.6,1554.58,1665.78,6.97,-6.97,Home Win,2013
275,2013-05-18,R8,Sydney,Fremantle,70,70,1645.11,1612.38,1695.11,1643.51,1613.98,-1.6,1.6,Away Win,2013
276,2013-05-19,R8,Carlton,Port Adelaide,109,91,1539.28,1464.25,1589.28,1547.96,1455.56,8.69,-8.69,Home Win,2013
277,2013-05-19,R8,Richmond,Melbourne,106,72,1549.38,1239.17,1599.38,1553.48,1235.07,4.1,-4.1,Home Win,2013
278,2013-05-19,R8,Adelaide,St Kilda,87,47,1574.58,1499.51,1574.58,1593.9,1480.19,19.32,-19.32,Home Win,2013
279,2013-05-24,R9,Collingwood,Sydney,55,102,1554.58,1643.51,1604.58,1530.1,1667.98,-24.47,24.47,Away Win,2013
280,2013-05-25,R9,Port Adelaide,Geelong,68,116,1455.56,1665.78,1455.56,1443.77,1677.58,-11.8,11.8,Away Win,2013
281,2013-05-25,R9,GWS,West Coast,55,155,1188.56,1561.75,1238.56,1177.46,1572.84,-11.1,11.1,Away Win,2013
282,2013-05-25,R9,St Kilda,Footscray,101,110,1480.19,1302.98,1530.19,1468.59,1314.58,-11.6,11.6,Away Win,2013
283,2013-05-25,R9,Brisbane Lions,Carlton,85,98,1390.39,1547.96,1440.39,1383.54,1554.81,-6.84,6.84,Away Win,2013
284,2013-05-25,R9,Richmond,Essendon,62,91,1553.48,1545.94,1603.48,1530.04,1569.38,-23.44,23.44,Away Win,2013
285,2013-05-26,R9,Hawthorn,Gold Coast,118,92,1748.46,1382.24,1798.46,1750.87,1379.84,2.4,-2.4,Home Win,2013
286,2013-05-26,R9,North Melbourne,Adelaide,124,125,1535.68,1593.9,1585.68,1533.52,1596.06,-2.17,2.17,Away Win,2013
287,2013-05-26,R9,Fremantle,Melbourne,130,40,1613.98,1235.07,1663.98,1619.88,1229.17,5.9,-5.9,Home Win,2013
288,2013-05-31,R10,Brisbane Lions,Collingwood,51,100,1383.54,1530.1,1433.54,1363.65,1550.0,-19.89,19.89,Away Win,2013
289,2013-06-01,R10,Geelong,Gold Coast,123,71,1677.58,1379.84,1727.58,1683.72,1373.7,6.14,-6.14,Home Win,2013
290,2013-06-01,R10,Footscray,Port Adelaide,67,58,1314.58,1443.77,1314.58,1324.91,1433.43,10.34,-10.34,Home Win,2013
291,2013-06-01,R10,Carlton,GWS,148,54,1554.81,1177.46,1604.81,1560.97,1171.3,6.16,-6.16,Home Win,2013
292,2013-06-01,R10,Adelaide,Fremantle,59,66,1596.06,1619.88,1596.06,1589.63,1626.31,-6.43,6.43,Away Win,2013
293,2013-06-01,R10,Sydney,Essendon,115,71,1667.98,1569.38,1717.98,1683.48,1553.88,15.5,-15.5,Home Win,2013
294,2013-06-02,R10,Melbourne,Hawthorn,48,143,1229.17,1750.87,1279.17,1224.67,1755.37,-4.5,4.5,Away Win,2013
295,2013-06-02,R10,North Melbourne,St Kilda,133,65,1533.52,1468.59,1583.52,1559.05,1443.06,25.53,-25.53,Home Win,2013
296,2013-06-03,R10,West Coast,Richmond,62,103,1572.84,1530.04,1622.84,1540.51,1562.37,-32.33,32.33,Away Win,2013
297,2013-06-07,R11,Essendon,Carlton,77,72,1553.88,1560.97,1603.88,1558.76,1556.09,4.88,-4.88,Home Win,2013
298,2013-06-08,R11,GWS,Geelong,98,157,1171.3,1683.72,1221.3,1168.04,1686.98,-3.27,3.27,Away Win,2013
299,2013-06-08,R11,Adelaide,Sydney,50,127,1589.63,1683.48,1589.63,1559.83,1713.28,-29.8,29.8,Away Win,2013
300,2013-06-08,R11,Gold Coast,North Melbourne,66,51,1373.7,1559.05,1423.7,1388.33,1544.42,14.63,-14.63,Home Win,2013
301,2013-06-09,R11,St Kilda,West Coast,80,84,1443.06,1540.51,1493.06,1439.19,1544.39,-3.87,3.87,Away Win,2013
302,2013-06-10,R11,Melbourne,Collingwood,39,122,1224.67,1550.0,1274.67,1212.2,1562.46,-12.46,12.46,Away Win,2013
303,2013-06-14,R12,Carlton,Hawthorn,87,102,1556.09,1755.37,1606.09,1549.8,1761.66,-6.29,6.29,Away Win,2013
304,2013-06-15,R12,Richmond,Adelaide,110,72,1562.37,1559.83,1612.37,1583.57,1538.63,21.2,-21.2,Home Win,2013
305,2013-06-15,R12,Fremantle,Brisbane Lions,86,46,1626.31,1363.65,1676.31,1632.41,1357.55,6.1,-6.1,Home Win,2013
306,2013-06-15,R12,Essendon,Gold Coast,115,72,1558.76,1388.33,1608.76,1569.39,1377.7,10.63,-10.63,Home Win,2013
307,2013-06-16,R12,GWS,Port Adelaide,50,125,1168.04,1433.43,1218.04,1152.26,1449.21,-15.78,15.78,Away Win,2013
308,2013-06-16,R12,Collingwood,Footscray,99,65,1562.46,1324.91,1562.46,1570.28,1317.09,7.82,-7.82,Home Win,2013
309,2013-06-21,R13,Hawthorn,West Coast,123,103,1761.66,1544.39,1761.66,1767.43,1538.61,5.78,-5.78,Home Win,2013
310,2013-06-22,R13,Footscray,Richmond,61,121,1317.09,1583.57,1367.09,1303.93,1596.73,-13.16,13.16,Away Win,2013
311,2013-06-22,R13,Port Adelaide,Sydney,72,54,1449.21,1713.28,1449.21,1468.26,1694.23,19.05,-19.05,Home Win,2013
312,2013-06-22,R13,St Kilda,Melbourne,104,69,1439.19,1212.2,1439.19,1447.64,1203.75,8.45,-8.45,Home Win,2013
313,2013-06-23,R13,Fremantle,North Melbourne,67,29,1632.41,1544.42,1682.41,1646.94,1529.88,14.53,-14.53,Home Win,2013
314,2013-06-23,R13,Brisbane Lions,Geelong,103,98,1357.55,1686.98,1407.55,1364.92,1679.61,7.37,-7.37,Home Win,2013
315,2013-06-27,R14,West Coast,Essendon,91,98,1538.61,1569.39,1588.61,1531.36,1576.64,-7.25,7.25,Away Win,2013
316,2013-06-28,R14,Sydney,Carlton,65,43,1694.23,1549.8,1744.23,1701.46,1542.57,7.23,-7.23,Home Win,2013
317,2013-06-29,R14,Gold Coast,Adelaide,83,111,1377.7,1538.63,1427.7,1365.62,1550.7,-12.07,12.07,Away Win,2013
318,2013-06-29,R14,Port Adelaide,Collingwood,86,51,1468.26,1570.28,1468.26,1496.12,1542.42,27.86,-27.86,Home Win,2013
319,2013-06-29,R14,Melbourne,Footscray,103,100,1203.75,1303.93,1253.75,1208.03,1299.65,4.28,-4.28,Home Win,2013
320,2013-06-29,R14,Geelong,Fremantle,85,44,1679.61,1646.94,1729.61,1699.42,1627.13,19.81,-19.81,Home Win,2013
321,2013-06-30,R14,Richmond,St Kilda,119,55,1596.73,1447.64,1646.73,1612.94,1431.43,16.21,-16.21,Home Win,2013
322,2013-06-30,R14,Hawthorn,Brisbane Lions,143,85,1767.43,1364.92,1817.43,1771.06,1361.3,3.62,-3.62,Home Win,2013
323,2013-06-30,R14,North Melbourne,GWS,130,44,1529.88,1152.26,1579.88,1535.62,1146.52,5.73,-5.73,Home Win,2013
324,2013-07-05,R15,Carlton,Collingwood,77,118,1542.57,1542.42,1592.57,1512.26,1572.74,-30.32,30.32,Away Win,2013
325,2013-07-06,R15,Geelong,Hawthorn,82,72,1699.42,1771.06,1749.42,1708.54,1761.93,9.12,-9.12,Home Win,2013
326,2013-07-06,R15,GWS,Footscray,83,87,1146.52,1299.65,1196.52,1143.46,1302.72,-3.06,3.06,Away Win,2013
327,2013-07-06,R15,North Melbourne,Richmond,128,66,1535.62,1612.94,1585.62,1572.87,1575.69,37.25,-37.25,Home Win,2013
328,2013-07-06,R15,Brisbane Lions,Gold Coast,116,83,1361.3,1365.62,1411.3,1380.7,1346.23,19.4,-19.4,Home Win,2013
329,2013-07-06,R15,Adelaide,West Coast,69,75,1550.7,1531.36,1550.7,1544.13,1537.94,-6.57,6.57,Away Win,2013
330,2013-07-07,R15,Essendon,Port Adelaide,118,88,1576.64,1496.12,1626.64,1589.16,1483.59,12.53,-12.53,Home Win,2013
331,2013-07-07,R15,Fremantle,St Kilda,100,70,1627.13,1431.43,1677.13,1634.17,1424.4,7.03,-7.03,Home Win,2013
332,2013-07-07,R15,Melbourne,Sydney,85,116,1208.03,1701.46,1258.03,1205.82,1703.67,-2.21,2.21,Away Win,2013
333,2013-07-12,R16,Collingwood,Adelaide,111,84,1572.74,1544.13,1622.74,1587.31,1529.56,14.57,-14.57,Home Win,2013
334,2013-07-13,R16,Port Adelaide,Hawthorn,79,124,1483.59,1761.93,1483.59,1475.77,1769.76,-7.82,7.82,Away Win,2013
335,2013-07-13,R16,Geelong,Melbourne,98,30,1708.54,1205.82,1758.54,1710.78,1203.58,2.24,-2.24,Home Win,2013
336,2013-07-13,R16,Richmond,Gold Coast,53,44,1575.69,1346.23,1575.69,1578.68,1343.23,2.99,-2.99,Home Win,2013
337,2013-07-13,R16,Carlton,St Kilda,110,74,1512.26,1424.4,1562.26,1526.2,1410.46,13.94,-13.94,Home Win,2013
338,2013-07-13,R16,Brisbane Lions,North Melbourne,117,105,1380.7,1572.87,1430.7,1393.18,1560.39,12.48,-12.48,Home Win,2013
339,2013-07-14,R16,Footscray,Essendon,90,121,1302.72,1589.16,1352.72,1295.63,1596.25,-7.08,7.08,Away Win,2013
340,2013-07-14,R16,West Coast,Fremantle,93,121,1537.94,1634.17,1587.94,1522.05,1650.05,-15.89,15.89,Away Win,2013
341,2013-07-14,R16,Sydney,GWS,171,42,1703.67,1143.46,1753.67,1706.29,1140.84,2.62,-2.62,Home Win,2013
342,2013-07-19,R17,North Melbourne,Carlton,108,109,1560.39,1526.2,1610.39,1557.59,1529.0,-2.8,2.8,Away Win,2013
343,2013-07-20,R17,Hawthorn,Footscray,95,76,1769.76,1295.63,1819.76,1770.75,1294.64,0.99,-0.99,Home Win,2013
344,2013-07-20,R17,GWS,Essendon,77,116,1140.84,1596.25,1190.84,1137.54,1599.55,-3.3,3.3,Away Win,2013
345,2013-07-20,R17,Gold Coast,Collingwood,85,78,1343.23,1587.31,1393.23,1352.1,1578.44,8.87,-8.87,Home Win,2013
346,2013-07-20,R17,Melbourne,Brisbane Lions,75,94,1203.58,1393.18,1203.58,1197.18,1399.58,-6.39,6.39,Away Win,2013
347,2013-07-20,R17,St Kilda,Port Adelaide,92,97,1410.46,1475.77,1460.46,1405.38,1480.85,-5.08,5.08,Away Win,2013
348,2013-07-21,R17,West Coast,Sydney,79,113,1522.05,1706.29,1572.05,1509.43,1718.91,-12.62,12.62,Away Win,2013
349,2013-07-21,R17,Richmond,Fremantle,84,57,1578.68,1650.05,1628.68,1597.93,1630.8,19.25,-19.25,Home Win,2013
350,2013-07-21,R17,Adelaide,Geelong,94,92,1529.56,1710.78,1529.56,1533.7,1706.63,4.15,-4.15,Home Win,2013
351,2013-07-26,R18,Essendon,Hawthorn,87,143,1599.55,1770.75,1649.55,1579.76,1790.54,-19.79,19.79,Away Win,2013
352,2013-07-27,R18,Fremantle,Adelaide,75,53,1630.8,1533.7,1680.8,1639.93,1524.58,9.12,-9.12,Home Win,2013
353,2013-07-27,R18,Collingwood,GWS,106,66,1578.44,1137.54,1628.44,1580.59,1135.39,2.15,-2.15,Home Win,2013
354,2013-07-27,R18,Geelong,St Kilda,137,36,1706.63,1405.38,1756.63,1716.79,1395.22,10.16,-10.16,Home Win,2013
355,2013-07-27,R18,Gold Coast,Carlton,77,120,1352.1,1529.0,1402.1,1336.43,1544.68,-15.68,15.68,Away Win,2013
356,2013-07-27,R18,Melbourne,North Melbourne,28,150,1197.18,1557.59,1197.18,1186.33,1568.44,-10.85,10.85,Away Win,2013
357,2013-07-28,R18,Footscray,West Coast,111,89,1294.64,1509.43,1344.64,1314.79,1489.28,20.15,-20.15,Home Win,2013
358,2013-07-28,R18,Sydney,Richmond,110,63,1718.91,1597.93,1768.91,1733.54,1583.29,14.64,-14.64,Home Win,2013
359,2013-07-28,R18,Port Adelaide,Brisbane Lions,71,62,1480.85,1399.58,1480.85,1486.93,1393.49,6.08,-6.08,Home Win,2013
360,2013-08-02,R19,North Melbourne,Geelong,96,86,1568.44,1716.79,1618.44,1578.79,1706.44,10.35,-10.35,Home Win,2013
361,2013-08-03,R19,GWS,Melbourne,124,87,1135.39,1186.33,1185.39,1158.97,1162.75,23.58,-23.58,Home Win,2013
362,2013-08-03,R19,Hawthorn,Richmond,66,107,1790.54,1583.29,1840.54,1753.48,1620.36,-37.06,37.06,Away Win,2013
363,2013-08-03,R19,West Coast,Gold Coast,130,113,1489.28,1336.43,1539.28,1494.97,1330.73,5.69,-5.69,Home Win,2013
364,2013-08-03,R19,Carlton,Fremantle,80,116,1544.68,1639.93,1594.68,1525.29,1659.31,-19.38,19.38,Away Win,2013
365,2013-08-03,R19,Brisbane Lions,St Kilda,108,77,1393.49,1395.22,1443.49,1411.85,1376.85,18.36,-18.36,Home Win,2013
366,2013-08-04,R19,Footscray,Sydney,99,134,1314.79,1733.54,1364.79,1311.04,1737.3,-3.75,3.75,Away Win,2013
367,2013-08-04,R19,Adelaide,Port Adelaide,103,107,1524.58,1486.93,1524.58,1519.38,1492.13,-5.2,5.2,Away Win,2013
368,2013-08-04,R19,Collingwood,Essendon,133,54,1580.59,1579.76,1630.59,1618.52,1541.83,37.93,-37.93,Home Win,2013
369,2013-08-09,R20,St Kilda,Hawthorn,56,102,1376.85,1753.48,1426.85,1370.95,1759.38,-5.9,5.9,Away Win,2013
370,2013-08-10,R20,Richmond,Brisbane Lions,97,74,1620.36,1411.85,1670.36,1625.71,1406.5,5.35,-5.35,Home Win,2013
371,2013-08-10,R20,Geelong,Port Adelaide,129,104,1706.44,1492.13,1756.44,1711.97,1486.6,5.53,-5.53,Home Win,2013
372,2013-08-10,R20,Carlton,Footscray,89,117,1525.29,1311.04,1575.29,1497.67,1338.67,-27.63,27.63,Away Win,2013
373,2013-08-10,R20,Sydney,Collingwood,71,100,1737.3,1618.52,1787.3,1710.46,1645.36,-26.84,26.84,Away Win,2013
374,2013-08-10,R20,Gold Coast,Melbourne,90,77,1330.73,1162.75,1380.73,1335.04,1158.44,4.31,-4.31,Home Win,2013
375,2013-08-11,R20,Essendon,West Coast,67,120,1541.83,1494.97,1591.83,1502.09,1534.72,-39.75,39.75,Away Win,2013
376,2013-08-11,R20,Adelaide,North Melbourne,79,70,1519.38,1578.79,1519.38,1528.78,1569.4,9.39,-9.39,Home Win,2013
377,2013-08-11,R20,Fremantle,GWS,157,44,1659.31,1158.97,1709.31,1662.71,1155.57,3.4,-3.4,Home Win,2013
378,2013-08-16,R21,Hawthorn,Collingwood,119,84,1759.38,1645.36,1809.38,1771.41,1633.33,12.03,-12.03,Home Win,2013
379,2013-08-17,R21,Brisbane Lions,GWS,123,63,1406.5,1155.57,1456.5,1415.45,1146.62,8.95,-8.95,Home Win,2013
380,2013-08-17,R21,West Coast,Geelong,41,107,1534.72,1711.97,1584.72,1512.81,1733.88,-21.91,21.91,Away Win,2013
381,2013-08-17,R21,Port Adelaide,Gold Coast,113,96,1486.6,1335.04,1486.6,1493.68,1327.96,7.08,-7.08,Home Win,2013
382,2013-08-17,R21,Richmond,Carlton,96,106,1625.71,1497.67,1675.71,1613.58,1509.79,-12.12,12.12,Away Win,2013
383,2013-08-17,R21,Essendon,North Melbourne,70,115,1502.09,1569.4,1552.09,1476.37,1595.12,-25.71,25.71,Away Win,2013
384,2013-08-18,R21,Melbourne,Fremantle,38,133,1158.44,1662.71,1208.44,1153.45,1667.7,-4.99,4.99,Away Win,2013
385,2013-08-18,R21,Sydney,St Kilda,118,59,1710.46,1370.95,1760.46,1715.78,1365.62,5.33,-5.33,Home Win,2013
386,2013-08-18,R21,Footscray,Adelaide,131,114,1338.67,1528.78,1388.67,1354.83,1512.62,16.16,-16.16,Home Win,2013
387,2013-08-23,R22,Collingwood,West Coast,101,39,1633.33,1512.81,1683.33,1651.56,1494.57,18.24,-18.24,Home Win,2013
388,2013-08-24,R22,Fremantle,Port Adelaide,134,60,1667.7,1493.68,1717.7,1683.68,1477.69,15.99,-15.99,Home Win,2013
389,2013-08-24,R22,Carlton,Essendon,76,82,1509.79,1476.37,1559.79,1502.18,1483.98,-7.61,7.61,Away Win,2013
390,2013-08-24,R22,Geelong,Sydney,92,48,1733.88,1715.78,1783.88,1756.16,1693.51,22.28,-22.28,Home Win,2013
